SC NETWORK_ID LAT LON
100 WIS5501 41.04016667 28.78605556
101 WED0165 41.9568111 26.621469399999995
101 WIS0491 40.9788 28.81802778
101 WIS0816 41.0834167 28.882205600000002
102 WED0165 41.9568111 26.621469399999995
102 WIB0307 41.10340833 28.81174167
102 WIS0574 41.0630278 28.854972200000002
102 WIS0583 41.01956111 28.80078889
103 WIS0574 41.0630278 28.854972200000002
103 WIS0583 41.01956111 28.80078889
103 WIS5088 40.96083333 28.82886111
104 WED0165 41.9568111 26.621469399999995
104 WIB0609 41.04583333 28.79536111
104 WIS0591 41.130975 28.8373222
104 WIS1040 40.99508889 28.78371667
104 WIS1651 41.00773889 28.84943333
105 WED2272 40.864161100000004 26.688288899999996
105 WIS1040 40.99508889 28.78371667
105 WIS1251 41.079930600000004 28.898869399999995
105 WIS1695 40.999025 28.7139
106 WIS0754 40.96213889 28.80922222
106 WIS0827 41.00191667 28.85188333
106 WIS0883 41.07148056 28.80891389
106 WIS1695 40.999025 28.7139
106 WIS5226 41.0778 28.9139
107 WIB0292 41.08941667 28.79627778
107 WIB9046 41.00285 28.82160556
107 WIS1218 41.1162389 28.849375
108 WED0065 41.1358333 26.691944399999997
108 WIS0491 40.9788 28.81802778
108 WIS0883 41.07148056 28.80891389
108 WIS1805 40.97861111 28.70602778
108 WIS5105 41.02702778 28.82146667
109 WIB9058 41.02906111 28.80991944
109 WIS0883 41.07148056 28.80891389
109 WIS1349 41.00636111 28.84163889
110 WED2271 40.853055600000005 26.6335278
110 WIB1464 41.0723 28.887919399999998
110 WIS0653 41.03179722 28.81973889
110 WIS0754 40.96213889 28.80922222
110 WIS1218 41.1162389 28.849375
111 WIB9046 41.00285 28.82160556
111 WIS5824 41.02963889 28.81291944
112 WED0066 41.7735556 26.692694399999997
112 WIS0846 40.99700556 28.83503611
112 WIS1006 41.05491111 28.82793056
112 WIS1166 41.09481111 28.78925556
113 WED0066 41.7735556 26.692694399999997
113 WIB0292 41.08941667 28.79627778
113 WIB0570 41.02088611 28.796675
113 WIS0042 41.0626 28.8636
114 WED0066 41.7735556 26.692694399999997
114 WIS5105 41.02702778 28.82146667
115 WIB0257 41.00588889 28.84926667
115 WIB0547 41.0801667 28.888611100000002
115 WIB9058 41.02906111 28.80991944
115 WIS1668 40.99955 28.76553889
115 WIS1941 41.08691944 28.78587778
115 WIS5872 40.97758056 28.819425
116 WED2306 40.6145833 26.473666700000003
116 WIS0846 40.99700556 28.83503611
116 WIS1166 41.09481111 28.78925556
117 WED0065 41.1358333 26.691944399999997
117 WIS0435 41.05355278 28.83019444
117 WIS1160 41.00234167 28.79795278
117 WIS1941 41.08691944 28.78587778
117 WIS5341 41.071000000000005 28.897138899999998
118 WED0157 40.87175 26.51075
118 WIS0816 41.0834167 28.882205600000002
119 WED0157 40.87175 26.51075
119 WIS1166 41.09481111 28.78925556
119 WIS1670 41.03897222 28.80030556
119 WIS5440 41.0025 28.8425
120 WED0034 40.663211100000005 26.0714806
120 WIS0354 41.081888899999996 28.91625
120 WIS1098 41.05683333 28.781
120 WIS1420 40.96856111 28.79589444
120 WIS5212 41.0555 28.866305600000004
121 WED0065 41.1358333 26.691944399999997
121 WIS0696 40.97505556 28.84961111
121 WIS1671 41.00053889 28.792975
122 WED0083 41.68830560000001 26.468777799999998
122 WED2271 40.853055600000005 26.6335278
122 WIB0547 41.0801667 28.888611100000002
